GBIFusageKey,country,prefName,state,classification,taxonLevel,family,englishName,synonyms
3113414,US,Cirsium arvense,Hawaii,,species,Asteraceae,"Boar Thistle, California Thistle, California Thistle, Canada Thistle, Creeping Thistle, Californian Thistle, Canada Thistle, Canadian Thistle, Creeping Thistle, Field Thistle, Perennial Thistle","Aplotaxis circioides, Aplotaxis pungens, Breea arvensis, Breea dioica, Breea ochrolepidea, Breea ochrolepidia, Breea praealta, Breea setosa, Breea setosa, Carduus arvensis, Carduus arvensis, Carduus arvensis setosus, Carduus arvensis arvensis, Carduus arvensis latifolius, Carduus arvensis setosus, Carduus haemorrhoidalis, Carduus serratuloides, Carduus setosus, Cephalonoplos arvense, Cephalonoplos arvense alpestre, Cephalonoplos arvensis, Cephalonoplos arvensis arvensis, Cephalonoplos ochrolepidium, Cephalonoplos setosum, Cirsium albicans, Cirsium albiflorum, Cirsium argenteum, Cirsium argenteum, Cirsium argunense, Cirsium arvense albiflorum, Cirsium arvense albiflorum, Cirsium arvense argenteum, Cirsium arvense arvense, Cirsium arvense horridum, Cirsium arvense incanum, Cirsium arvense mite, Cirsium arvense rubricaule, Cirsium arvense arvense, Cirsium arvense setosum, Cirsium arvense setosum, Cirsium arvense vestitum, Cirsium arvense vestitum, Cirsium arvense albiflorum, Cirsium arvense argentatum, Cirsium arvense argenteum, Cirsium arvense argenteum, Cirsium arvense decurrens, Cirsium arvense decurrens, Cirsium arvense discolor, Cirsium arvense ferox, Cirsium arvense horridum, Cirsium arvense incanum, Cirsium arvense integrifolium, Cirsium arvense malhoi, Cirsium arvense maritimum, Cirsium arvense mite, Cirsium arvense niveotomentosum, Cirsium arvense setosum, Cirsium arvense setosum, Cirsium arvense setosum, Cirsium arvense spinosissimum, Cirsium arvense spinosissimum, Cirsium arvense subulatum, Cirsium arvense tomentosum, Cirsium arvense tomentosum, Cirsium benearnense, Cirsium dioicum, Cirsium halophilum, Cirsium halophilum, Cirsium horridum, Cirsium laevigatum, Cirsium macrostylon, Cirsium mutatum, Cirsium neglectum, Cirsium neglectum, Cirsium ochrolepidium, Cirsium praealtum, Cirsium rubricaule, Cirsium ruthenicum, Cirsium serratuloides, Cirsium setosum, Cirsium setosum, Cirsium setosum albiflorum, Cirsium setosum albiflorum, Cirsium setosum mite, Cirsium setosum setosum, Cirsium setosum subulatum, Cirsium sordidum, Cirsium stocksii, Cnicus arvensis, Cnicus arvensis, Cnicus arvensis, Cnicus arvensis, Cnicus arvensis albiflorus, Cnicus arvensis arvensis, Cnicus arvensis microstylon, Cnicus arvensis arvensis, Cnicus arvensis setosus, Cnicus macrostylus, Cnicus ruthenicus"
3113414,US,Cirsium arvense,Rhode Island,Prohibited,species,Asteraceae,"Boar Thistle, California Thistle, California Thistle, Canada Thistle, Creeping Thistle, Californian Thistle, Canada Thistle, Canadian Thistle, Creeping Thistle, Field Thistle, Perennial Thistle","Aplotaxis circioides, Aplotaxis pungens, Breea arvensis, Breea dioica, Breea ochrolepidea, Breea ochrolepidia, Breea praealta, Breea setosa, Breea setosa, Carduus arvensis, Carduus arvensis, Carduus arvensis setosus, Carduus arvensis arvensis, Carduus arvensis latifolius, Carduus arvensis setosus, Carduus haemorrhoidalis, Carduus serratuloides, Carduus setosus, Cephalonoplos arvense, Cephalonoplos arvense alpestre, Cephalonoplos arvensis, Cephalonoplos arvensis arvensis, Cephalonoplos ochrolepidium, Cephalonoplos setosum, Cirsium albicans, Cirsium albiflorum, Cirsium argenteum, Cirsium argenteum, Cirsium argunense, Cirsium arvense albiflorum, Cirsium arvense albiflorum, Cirsium arvense argenteum, Cirsium arvense arvense, Cirsium arvense horridum, Cirsium arvense incanum, Cirsium arvense mite, Cirsium arvense rubricaule, Cirsium arvense arvense, Cirsium arvense setosum, Cirsium arvense setosum, Cirsium arvense vestitum, Cirsium arvense vestitum, Cirsium arvense albiflorum, Cirsium arvense argentatum, Cirsium arvense argenteum, Cirsium arvense argenteum, Cirsium arvense decurrens, Cirsium arvense decurrens, Cirsium arvense discolor, Cirsium arvense ferox, Cirsium arvense horridum, Cirsium arvense incanum, Cirsium arvense integrifolium, Cirsium arvense malhoi, Cirsium arvense maritimum, Cirsium arvense mite, Cirsium arvense niveotomentosum, Cirsium arvense setosum, Cirsium arvense setosum, Cirsium arvense setosum, Cirsium arvense spinosissimum, Cirsium arvense spinosissimum, Cirsium arvense subulatum, Cirsium arvense tomentosum, Cirsium arvense tomentosum, Cirsium benearnense, Cirsium dioicum, Cirsium halophilum, Cirsium halophilum, Cirsium horridum, Cirsium laevigatum, Cirsium macrostylon, Cirsium mutatum, Cirsium neglectum, Cirsium neglectum, Cirsium ochrolepidium, Cirsium praealtum, Cirsium rubricaule, Cirsium ruthenicum, Cirsium serratuloides, Cirsium setosum, Cirsium setosum, Cirsium setosum albiflorum, Cirsium setosum albiflorum, Cirsium setosum mite, Cirsium setosum setosum, Cirsium setosum subulatum, Cirsium sordidum, Cirsium stocksii, Cnicus arvensis, Cnicus arvensis, Cnicus arvensis, Cnicus arvensis, Cnicus arvensis albiflorus, Cnicus arvensis arvensis, Cnicus arvensis microstylon, Cnicus arvensis arvensis, Cnicus arvensis setosus, Cnicus macrostylus, Cnicus ruthenicus"
3113414,US,Cirsium arvense,Alaska,prohibited,species,Asteraceae,"Boar Thistle, California Thistle, California Thistle, Canada Thistle, Creeping Thistle, Californian Thistle, Canada Thistle, Canadian Thistle, Creeping Thistle, Field Thistle, Perennial Thistle","Aplotaxis circioides, Aplotaxis pungens, Breea arvensis, Breea dioica, Breea ochrolepidea, Breea ochrolepidia, Breea praealta, Breea setosa, Breea setosa, Carduus arvensis, Carduus arvensis, Carduus arvensis setosus, Carduus arvensis arvensis, Carduus arvensis latifolius, Carduus arvensis setosus, Carduus haemorrhoidalis, Carduus serratuloides, Carduus setosus, Cephalonoplos arvense, Cephalonoplos arvense alpestre, Cephalonoplos arvensis, Cephalonoplos arvensis arvensis, Cephalonoplos ochrolepidium, Cephalonoplos setosum, Cirsium albicans, Cirsium albiflorum, Cirsium argenteum, Cirsium argenteum, Cirsium argunense, Cirsium arvense albiflorum, Cirsium arvense albiflorum, Cirsium arvense argenteum, Cirsium arvense arvense, Cirsium arvense horridum, Cirsium arvense incanum, Cirsium arvense mite, Cirsium arvense rubricaule, Cirsium arvense arvense, Cirsium arvense setosum, Cirsium arvense setosum, Cirsium arvense vestitum, Cirsium arvense vestitum, Cirsium arvense albiflorum, Cirsium arvense argentatum, Cirsium arvense argenteum, Cirsium arvense argenteum, Cirsium arvense decurrens, Cirsium arvense decurrens, Cirsium arvense discolor, Cirsium arvense ferox, Cirsium arvense horridum, Cirsium arvense incanum, Cirsium arvense integrifolium, Cirsium arvense malhoi, Cirsium arvense maritimum, Cirsium arvense mite, Cirsium arvense niveotomentosum, Cirsium arvense setosum, Cirsium arvense setosum, Cirsium arvense setosum, Cirsium arvense spinosissimum, Cirsium arvense spinosissimum, Cirsium arvense subulatum, Cirsium arvense tomentosum, Cirsium arvense tomentosum, Cirsium benearnense, Cirsium dioicum, Cirsium halophilum, Cirsium halophilum, Cirsium horridum, Cirsium laevigatum, Cirsium macrostylon, Cirsium mutatum, Cirsium neglectum, Cirsium neglectum, Cirsium ochrolepidium, Cirsium praealtum, Cirsium rubricaule, Cirsium ruthenicum, Cirsium serratuloides, Cirsium setosum, Cirsium setosum, Cirsium setosum albiflorum, Cirsium setosum albiflorum, Cirsium setosum mite, Cirsium setosum setosum, Cirsium setosum subulatum, Cirsium sordidum, Cirsium stocksii, Cnicus arvensis, Cnicus arvensis, Cnicus arvensis, Cnicus arvensis, Cnicus arvensis albiflorus, Cnicus arvensis arvensis, Cnicus arvensis microstylon, Cnicus arvensis arvensis, Cnicus arvensis setosus, Cnicus macrostylus, Cnicus ruthenicus"
3113414,US,Cirsium arvense,Arizona,A,species,Asteraceae,"Boar Thistle, California Thistle, California Thistle, Canada Thistle, Creeping Thistle, Californian Thistle, Canada Thistle, Canadian Thistle, Creeping Thistle, Field Thistle, Perennial Thistle","Aplotaxis circioides, Aplotaxis pungens, Breea arvensis, Breea dioica, Breea ochrolepidea, Breea ochrolepidia, Breea praealta, Breea setosa, Breea setosa, Carduus arvensis, Carduus arvensis, Carduus arvensis setosus, Carduus arvensis arvensis, Carduus arvensis latifolius, Carduus arvensis setosus, Carduus haemorrhoidalis, Carduus serratuloides, Carduus setosus, Cephalonoplos arvense, Cephalonoplos arvense alpestre, Cephalonoplos arvensis, Cephalonoplos arvensis arvensis, Cephalonoplos ochrolepidium, Cephalonoplos setosum, Cirsium albicans, Cirsium albiflorum, Cirsium argenteum, Cirsium argenteum, Cirsium argunense, Cirsium arvense albiflorum, Cirsium arvense albiflorum, Cirsium arvense argenteum, Cirsium arvense arvense, Cirsium arvense horridum, Cirsium arvense incanum, Cirsium arvense mite, Cirsium arvense rubricaule, Cirsium arvense arvense, Cirsium arvense setosum, Cirsium arvense setosum, Cirsium arvense vestitum, Cirsium arvense vestitum, Cirsium arvense albiflorum, Cirsium arvense argentatum, Cirsium arvense argenteum, Cirsium arvense argenteum, Cirsium arvense decurrens, Cirsium arvense decurrens, Cirsium arvense discolor, Cirsium arvense ferox, Cirsium arvense horridum, Cirsium arvense incanum, Cirsium arvense integrifolium, Cirsium arvense malhoi, Cirsium arvense maritimum, Cirsium arvense mite, Cirsium arvense niveotomentosum, Cirsium arvense setosum, Cirsium arvense setosum, Cirsium arvense setosum, Cirsium arvense spinosissimum, Cirsium arvense spinosissimum, Cirsium arvense subulatum, Cirsium arvense tomentosum, Cirsium arvense tomentosum, Cirsium benearnense, Cirsium dioicum, Cirsium halophilum, Cirsium halophilum, Cirsium horridum, Cirsium laevigatum, Cirsium macrostylon, Cirsium mutatum, Cirsium neglectum, Cirsium neglectum, Cirsium ochrolepidium, Cirsium praealtum, Cirsium rubricaule, Cirsium ruthenicum, Cirsium serratuloides, Cirsium setosum, Cirsium setosum, Cirsium setosum albiflorum, Cirsium setosum albiflorum, Cirsium setosum mite, Cirsium setosum setosum, Cirsium setosum subulatum, Cirsium sordidum, Cirsium stocksii, Cnicus arvensis, Cnicus arvensis, Cnicus arvensis, Cnicus arvensis, Cnicus arvensis albiflorus, Cnicus arvensis arvensis, Cnicus arvensis microstylon, Cnicus arvensis arvensis, Cnicus arvensis setosus, Cnicus macrostylus, Cnicus ruthenicus"
3113414,US,Cirsium arvense,New Jersey,Prohibited-seed,species,Asteraceae,"Boar Thistle, California Thistle, California Thistle, Canada Thistle, Creeping Thistle, Californian Thistle, Canada Thistle, Canadian Thistle, Creeping Thistle, Field Thistle, Perennial Thistle","Aplotaxis circioides, Aplotaxis pungens, Breea arvensis, Breea dioica, Breea ochrolepidea, Breea ochrolepidia, Breea praealta, Breea setosa, Breea setosa, Carduus arvensis, Carduus arvensis, Carduus arvensis setosus, Carduus arvensis arvensis, Carduus arvensis latifolius, Carduus arvensis setosus, Carduus haemorrhoidalis, Carduus serratuloides, Carduus setosus, Cephalonoplos arvense, Cephalonoplos arvense alpestre, Cephalonoplos arvensis, Cephalonoplos arvensis arvensis, Cephalonoplos ochrolepidium, Cephalonoplos setosum, Cirsium albicans, Cirsium albiflorum, Cirsium argenteum, Cirsium argenteum, Cirsium argunense, Cirsium arvense albiflorum, Cirsium arvense albiflorum, Cirsium arvense argenteum, Cirsium arvense arvense, Cirsium arvense horridum, Cirsium arvense incanum, Cirsium arvense mite, Cirsium arvense rubricaule, Cirsium arvense arvense, Cirsium arvense setosum, Cirsium arvense setosum, Cirsium arvense vestitum, Cirsium arvense vestitum, Cirsium arvense albiflorum, Cirsium arvense argentatum, Cirsium arvense argenteum, Cirsium arvense argenteum, Cirsium arvense decurrens, Cirsium arvense decurrens, Cirsium arvense discolor, Cirsium arvense ferox, Cirsium arvense horridum, Cirsium arvense incanum, Cirsium arvense integrifolium, Cirsium arvense malhoi, Cirsium arvense maritimum, Cirsium arvense mite, Cirsium arvense niveotomentosum, Cirsium arvense setosum, Cirsium arvense setosum, Cirsium arvense setosum, Cirsium arvense spinosissimum, Cirsium arvense spinosissimum, Cirsium arvense subulatum, Cirsium arvense tomentosum, Cirsium arvense tomentosum, Cirsium benearnense, Cirsium dioicum, Cirsium halophilum, Cirsium halophilum, Cirsium horridum, Cirsium laevigatum, Cirsium macrostylon, Cirsium mutatum, Cirsium neglectum, Cirsium neglectum, Cirsium ochrolepidium, Cirsium praealtum, Cirsium rubricaule, Cirsium ruthenicum, Cirsium serratuloides, Cirsium setosum, Cirsium setosum, Cirsium setosum albiflorum, Cirsium setosum albiflorum, Cirsium setosum mite, Cirsium setosum setosum, Cirsium setosum subulatum, Cirsium sordidum, Cirsium stocksii, Cnicus arvensis, Cnicus arvensis, Cnicus arvensis, Cnicus arvensis, Cnicus arvensis albiflorus, Cnicus arvensis arvensis, Cnicus arvensis microstylon, Cnicus arvensis arvensis, Cnicus arvensis setosus, Cnicus macrostylus, Cnicus ruthenicus"
3113414,US,Cirsium arvense,Colorado,B,species,Asteraceae,"Boar Thistle, California Thistle, California Thistle, Canada Thistle, Creeping Thistle, Californian Thistle, Canada Thistle, Canadian Thistle, Creeping Thistle, Field Thistle, Perennial Thistle","Aplotaxis circioides, Aplotaxis pungens, Breea arvensis, Breea dioica, Breea ochrolepidea, Breea ochrolepidia, Breea praealta, Breea setosa, Breea setosa, Carduus arvensis, Carduus arvensis, Carduus arvensis setosus, Carduus arvensis arvensis, Carduus arvensis latifolius, Carduus arvensis setosus, Carduus haemorrhoidalis, Carduus serratuloides, Carduus setosus, Cephalonoplos arvense, Cephalonoplos arvense alpestre, Cephalonoplos arvensis, Cephalonoplos arvensis arvensis, Cephalonoplos ochrolepidium, Cephalonoplos setosum, Cirsium albicans, Cirsium albiflorum, Cirsium argenteum, Cirsium argenteum, Cirsium argunense, Cirsium arvense albiflorum, Cirsium arvense albiflorum, Cirsium arvense argenteum, Cirsium arvense arvense, Cirsium arvense horridum, Cirsium arvense incanum, Cirsium arvense mite, Cirsium arvense rubricaule, Cirsium arvense arvense, Cirsium arvense setosum, Cirsium arvense setosum, Cirsium arvense vestitum, Cirsium arvense vestitum, Cirsium arvense albiflorum, Cirsium arvense argentatum, Cirsium arvense argenteum, Cirsium arvense argenteum, Cirsium arvense decurrens, Cirsium arvense decurrens, Cirsium arvense discolor, Cirsium arvense ferox, Cirsium arvense horridum, Cirsium arvense incanum, Cirsium arvense integrifolium, Cirsium arvense malhoi, Cirsium arvense maritimum, Cirsium arvense mite, Cirsium arvense niveotomentosum, Cirsium arvense setosum, Cirsium arvense setosum, Cirsium arvense setosum, Cirsium arvense spinosissimum, Cirsium arvense spinosissimum, Cirsium arvense subulatum, Cirsium arvense tomentosum, Cirsium arvense tomentosum, Cirsium benearnense, Cirsium dioicum, Cirsium halophilum, Cirsium halophilum, Cirsium horridum, Cirsium laevigatum, Cirsium macrostylon, Cirsium mutatum, Cirsium neglectum, Cirsium neglectum, Cirsium ochrolepidium, Cirsium praealtum, Cirsium rubricaule, Cirsium ruthenicum, Cirsium serratuloides, Cirsium setosum, Cirsium setosum, Cirsium setosum albiflorum, Cirsium setosum albiflorum, Cirsium setosum mite, Cirsium setosum setosum, Cirsium setosum subulatum, Cirsium sordidum, Cirsium stocksii, Cnicus arvensis, Cnicus arvensis, Cnicus arvensis, Cnicus arvensis, Cnicus arvensis albiflorus, Cnicus arvensis arvensis, Cnicus arvensis microstylon, Cnicus arvensis arvensis, Cnicus arvensis setosus, Cnicus macrostylus, Cnicus ruthenicus"
3113414,US,Cirsium arvense,California,CCR 4551,species,Asteraceae,"Boar Thistle, California Thistle, California Thistle, Canada Thistle, Creeping Thistle, Californian Thistle, Canada Thistle, Canadian Thistle, Creeping Thistle, Field Thistle, Perennial Thistle","Aplotaxis circioides, Aplotaxis pungens, Breea arvensis, Breea dioica, Breea ochrolepidea, Breea ochrolepidia, Breea praealta, Breea setosa, Breea setosa, Carduus arvensis, Carduus arvensis, Carduus arvensis setosus, Carduus arvensis arvensis, Carduus arvensis latifolius, Carduus arvensis setosus, Carduus haemorrhoidalis, Carduus serratuloides, Carduus setosus, Cephalonoplos arvense, Cephalonoplos arvense alpestre, Cephalonoplos arvensis, Cephalonoplos arvensis arvensis, Cephalonoplos ochrolepidium, Cephalonoplos setosum, Cirsium albicans, Cirsium albiflorum, Cirsium argenteum, Cirsium argenteum, Cirsium argunense, Cirsium arvense albiflorum, Cirsium arvense albiflorum, Cirsium arvense argenteum, Cirsium arvense arvense, Cirsium arvense horridum, Cirsium arvense incanum, Cirsium arvense mite, Cirsium arvense rubricaule, Cirsium arvense arvense, Cirsium arvense setosum, Cirsium arvense setosum, Cirsium arvense vestitum, Cirsium arvense vestitum, Cirsium arvense albiflorum, Cirsium arvense argentatum, Cirsium arvense argenteum, Cirsium arvense argenteum, Cirsium arvense decurrens, Cirsium arvense decurrens, Cirsium arvense discolor, Cirsium arvense ferox, Cirsium arvense horridum, Cirsium arvense incanum, Cirsium arvense integrifolium, Cirsium arvense malhoi, Cirsium arvense maritimum, Cirsium arvense mite, Cirsium arvense niveotomentosum, Cirsium arvense setosum, Cirsium arvense setosum, Cirsium arvense setosum, Cirsium arvense spinosissimum, Cirsium arvense spinosissimum, Cirsium arvense subulatum, Cirsium arvense tomentosum, Cirsium arvense tomentosum, Cirsium benearnense, Cirsium dioicum, Cirsium halophilum, Cirsium halophilum, Cirsium horridum, Cirsium laevigatum, Cirsium macrostylon, Cirsium mutatum, Cirsium neglectum, Cirsium neglectum, Cirsium ochrolepidium, Cirsium praealtum, Cirsium rubricaule, Cirsium ruthenicum, Cirsium serratuloides, Cirsium setosum, Cirsium setosum, Cirsium setosum albiflorum, Cirsium setosum albiflorum, Cirsium setosum mite, Cirsium setosum setosum, Cirsium setosum subulatum, Cirsium sordidum, Cirsium stocksii, Cnicus arvensis, Cnicus arvensis, Cnicus arvensis, Cnicus arvensis, Cnicus arvensis albiflorus, Cnicus arvensis arvensis, Cnicus arvensis microstylon, Cnicus arvensis arvensis, Cnicus arvensis setosus, Cnicus macrostylus, Cnicus ruthenicus"
3113414,US,Cirsium arvense,Ohio,,species,Asteraceae,"Boar Thistle, California Thistle, California Thistle, Canada Thistle, Creeping Thistle, Californian Thistle, Canada Thistle, Canadian Thistle, Creeping Thistle, Field Thistle, Perennial Thistle","Aplotaxis circioides, Aplotaxis pungens, Breea arvensis, Breea dioica, Breea ochrolepidea, Breea ochrolepidia, Breea praealta, Breea setosa, Breea setosa, Carduus arvensis, Carduus arvensis, Carduus arvensis setosus, Carduus arvensis arvensis, Carduus arvensis latifolius, Carduus arvensis setosus, Carduus haemorrhoidalis, Carduus serratuloides, Carduus setosus, Cephalonoplos arvense, Cephalonoplos arvense alpestre, Cephalonoplos arvensis, Cephalonoplos arvensis arvensis, Cephalonoplos ochrolepidium, Cephalonoplos setosum, Cirsium albicans, Cirsium albiflorum, Cirsium argenteum, Cirsium argenteum, Cirsium argunense, Cirsium arvense albiflorum, Cirsium arvense albiflorum, Cirsium arvense argenteum, Cirsium arvense arvense, Cirsium arvense horridum, Cirsium arvense incanum, Cirsium arvense mite, Cirsium arvense rubricaule, Cirsium arvense arvense, Cirsium arvense setosum, Cirsium arvense setosum, Cirsium arvense vestitum, Cirsium arvense vestitum, Cirsium arvense albiflorum, Cirsium arvense argentatum, Cirsium arvense argenteum, Cirsium arvense argenteum, Cirsium arvense decurrens, Cirsium arvense decurrens, Cirsium arvense discolor, Cirsium arvense ferox, Cirsium arvense horridum, Cirsium arvense incanum, Cirsium arvense integrifolium, Cirsium arvense malhoi, Cirsium arvense maritimum, Cirsium arvense mite, Cirsium arvense niveotomentosum, Cirsium arvense setosum, Cirsium arvense setosum, Cirsium arvense setosum, Cirsium arvense spinosissimum, Cirsium arvense spinosissimum, Cirsium arvense subulatum, Cirsium arvense tomentosum, Cirsium arvense tomentosum, Cirsium benearnense, Cirsium dioicum, Cirsium halophilum, Cirsium halophilum, Cirsium horridum, Cirsium laevigatum, Cirsium macrostylon, Cirsium mutatum, Cirsium neglectum, Cirsium neglectum, Cirsium ochrolepidium, Cirsium praealtum, Cirsium rubricaule, Cirsium ruthenicum, Cirsium serratuloides, Cirsium setosum, Cirsium setosum, Cirsium setosum albiflorum, Cirsium setosum albiflorum, Cirsium setosum mite, Cirsium setosum setosum, Cirsium setosum subulatum, Cirsium sordidum, Cirsium stocksii, Cnicus arvensis, Cnicus arvensis, Cnicus arvensis, Cnicus arvensis, Cnicus arvensis albiflorus, Cnicus arvensis arvensis, Cnicus arvensis microstylon, Cnicus arvensis arvensis, Cnicus arvensis setosus, Cnicus macrostylus, Cnicus ruthenicus"
3113414,US,Cirsium arvense,New Mexico,A,species,Asteraceae,"Boar Thistle, California Thistle, California Thistle, Canada Thistle, Creeping Thistle, Californian Thistle, Canada Thistle, Canadian Thistle, Creeping Thistle, Field Thistle, Perennial Thistle","Aplotaxis circioides, Aplotaxis pungens, Breea arvensis, Breea dioica, Breea ochrolepidea, Breea ochrolepidia, Breea praealta, Breea setosa, Breea setosa, Carduus arvensis, Carduus arvensis, Carduus arvensis setosus, Carduus arvensis arvensis, Carduus arvensis latifolius, Carduus arvensis setosus, Carduus haemorrhoidalis, Carduus serratuloides, Carduus setosus, Cephalonoplos arvense, Cephalonoplos arvense alpestre, Cephalonoplos arvensis, Cephalonoplos arvensis arvensis, Cephalonoplos ochrolepidium, Cephalonoplos setosum, Cirsium albicans, Cirsium albiflorum, Cirsium argenteum, Cirsium argenteum, Cirsium argunense, Cirsium arvense albiflorum, Cirsium arvense albiflorum, Cirsium arvense argenteum, Cirsium arvense arvense, Cirsium arvense horridum, Cirsium arvense incanum, Cirsium arvense mite, Cirsium arvense rubricaule, Cirsium arvense arvense, Cirsium arvense setosum, Cirsium arvense setosum, Cirsium arvense vestitum, Cirsium arvense vestitum, Cirsium arvense albiflorum, Cirsium arvense argentatum, Cirsium arvense argenteum, Cirsium arvense argenteum, Cirsium arvense decurrens, Cirsium arvense decurrens, Cirsium arvense discolor, Cirsium arvense ferox, Cirsium arvense horridum, Cirsium arvense incanum, Cirsium arvense integrifolium, Cirsium arvense malhoi, Cirsium arvense maritimum, Cirsium arvense mite, Cirsium arvense niveotomentosum, Cirsium arvense setosum, Cirsium arvense setosum, Cirsium arvense setosum, Cirsium arvense spinosissimum, Cirsium arvense spinosissimum, Cirsium arvense subulatum, Cirsium arvense tomentosum, Cirsium arvense tomentosum, Cirsium benearnense, Cirsium dioicum, Cirsium halophilum, Cirsium halophilum, Cirsium horridum, Cirsium laevigatum, Cirsium macrostylon, Cirsium mutatum, Cirsium neglectum, Cirsium neglectum, Cirsium ochrolepidium, Cirsium praealtum, Cirsium rubricaule, Cirsium ruthenicum, Cirsium serratuloides, Cirsium setosum, Cirsium setosum, Cirsium setosum albiflorum, Cirsium setosum albiflorum, Cirsium setosum mite, Cirsium setosum setosum, Cirsium setosum subulatum, Cirsium sordidum, Cirsium stocksii, Cnicus arvensis, Cnicus arvensis, Cnicus arvensis, Cnicus arvensis, Cnicus arvensis albiflorus, Cnicus arvensis arvensis, Cnicus arvensis microstylon, Cnicus arvensis arvensis, Cnicus arvensis setosus, Cnicus macrostylus, Cnicus ruthenicus"
3113414,US,Cirsium arvense,Nevada,,species,Asteraceae,"Boar Thistle, California Thistle, California Thistle, Canada Thistle, Creeping Thistle, Californian Thistle, Canada Thistle, Canadian Thistle, Creeping Thistle, Field Thistle, Perennial Thistle","Aplotaxis circioides, Aplotaxis pungens, Breea arvensis, Breea dioica, Breea ochrolepidea, Breea ochrolepidia, Breea praealta, Breea setosa, Breea setosa, Carduus arvensis, Carduus arvensis, Carduus arvensis setosus, Carduus arvensis arvensis, Carduus arvensis latifolius, Carduus arvensis setosus, Carduus haemorrhoidalis, Carduus serratuloides, Carduus setosus, Cephalonoplos arvense, Cephalonoplos arvense alpestre, Cephalonoplos arvensis, Cephalonoplos arvensis arvensis, Cephalonoplos ochrolepidium, Cephalonoplos setosum, Cirsium albicans, Cirsium albiflorum, Cirsium argenteum, Cirsium argenteum, Cirsium argunense, Cirsium arvense albiflorum, Cirsium arvense albiflorum, Cirsium arvense argenteum, Cirsium arvense arvense, Cirsium arvense horridum, Cirsium arvense incanum, Cirsium arvense mite, Cirsium arvense rubricaule, Cirsium arvense arvense, Cirsium arvense setosum, Cirsium arvense setosum, Cirsium arvense vestitum, Cirsium arvense vestitum, Cirsium arvense albiflorum, Cirsium arvense argentatum, Cirsium arvense argenteum, Cirsium arvense argenteum, Cirsium arvense decurrens, Cirsium arvense decurrens, Cirsium arvense discolor, Cirsium arvense ferox, Cirsium arvense horridum, Cirsium arvense incanum, Cirsium arvense integrifolium, Cirsium arvense malhoi, Cirsium arvense maritimum, Cirsium arvense mite, Cirsium arvense niveotomentosum, Cirsium arvense setosum, Cirsium arvense setosum, Cirsium arvense setosum, Cirsium arvense spinosissimum, Cirsium arvense spinosissimum, Cirsium arvense subulatum, Cirsium arvense tomentosum, Cirsium arvense tomentosum, Cirsium benearnense, Cirsium dioicum, Cirsium halophilum, Cirsium halophilum, Cirsium horridum, Cirsium laevigatum, Cirsium macrostylon, Cirsium mutatum, Cirsium neglectum, Cirsium neglectum, Cirsium ochrolepidium, Cirsium praealtum, Cirsium rubricaule, Cirsium ruthenicum, Cirsium serratuloides, Cirsium setosum, Cirsium setosum, Cirsium setosum albiflorum, Cirsium setosum albiflorum, Cirsium setosum mite, Cirsium setosum setosum, Cirsium setosum subulatum, Cirsium sordidum, Cirsium stocksii, Cnicus arvensis, Cnicus arvensis, Cnicus arvensis, Cnicus arvensis, Cnicus arvensis albiflorus, Cnicus arvensis arvensis, Cnicus arvensis microstylon, Cnicus arvensis arvensis, Cnicus arvensis setosus, Cnicus macrostylus, Cnicus ruthenicus"
