GBIFusageKey,country,region,jurisdiction,jurisdiction_group,prefName,classification,taxonLevel,family,englishName,synonyms
3171949,United States,Hawaii,REGION,,Verbascum thapsus,NA,species,Scrophulariaceae,"Aaron's-Rod, Big Taper, Blanketweed, Common Mullein, Flannel Mullein, Flannel Plant, Flannelleaf, Flannelplant, Great Mullein, Grey Mullein, Hag Taper, Mullein, Torches, Velvet Dock, Velvet Plant, Velvetplant, Wild Tobacco, Woolly Mullein","Thapsus barbatus, Verbascum bicolle, Verbascum blattaria, Verbascum indicum, Verbascum linnaei, Verbascum phlomoides, Verbascum simplex dyris, Verbascum subviride, Verbascum thapsiforme, Verbascum thapsus subviride"
3171949,United States,Colorado,REGION,,Verbascum thapsus,C,species,Scrophulariaceae,"Aaron's-Rod, Big Taper, Blanketweed, Common Mullein, Flannel Mullein, Flannel Plant, Flannelleaf, Flannelplant, Great Mullein, Grey Mullein, Hag Taper, Mullein, Torches, Velvet Dock, Velvet Plant, Velvetplant, Wild Tobacco, Woolly Mullein","Thapsus barbatus, Verbascum bicolle, Verbascum blattaria, Verbascum indicum, Verbascum linnaei, Verbascum phlomoides, Verbascum simplex dyris, Verbascum subviride, Verbascum thapsiforme, Verbascum thapsus subviride"
3171949,United States,Wyoming,REGION,,Verbascum thapsus,NA,species,Scrophulariaceae,"Aaron's-Rod, Big Taper, Blanketweed, Common Mullein, Flannel Mullein, Flannel Plant, Flannelleaf, Flannelplant, Great Mullein, Grey Mullein, Hag Taper, Mullein, Torches, Velvet Dock, Velvet Plant, Velvetplant, Wild Tobacco, Woolly Mullein","Thapsus barbatus, Verbascum bicolle, Verbascum blattaria, Verbascum indicum, Verbascum linnaei, Verbascum phlomoides, Verbascum simplex dyris, Verbascum subviride, Verbascum thapsiforme, Verbascum thapsus subviride"
3040233,United States,Connecticut,REGION,,Populus alba,NA,species,Salicaceae,"Abele, Silver Poplar, Silverleaf Poplar, White Poplar, European White Poplar, Silver-Leaf Poplar","Leuce alba, Populus acerifolia, Populus aegyptiaca, Populus alba globosa, Populus alba nivea, Populus alba pendula, Populus alba pyramidalis, Populus alba richardii, Populus alba alba, Populus alba major, Populus alba umbraculifera, Populus alba acerifolia, Populus alba bolleana, Populus alba crispa, Populus alba denudata, Populus alba hickeliana, Populus alba integrifolia, Populus alba microphylla, Populus alba nutans, Populus alba parvifolia, Populus alba salomonii, Populus alba sinuata, Populus alba subintegerrima, Populus arbeel, Populus arembergiana, Populus arembergica, Populus belgica, Populus bolleana, Populus candicans, Populus denudata, Populus excelsa, Populus grisea, Populus hickeliana, Populus hickeliana tremulifolia, Populus hopeiensis, Populus intermedia, Populus major, Populus nigra, Populus nivea, Populus nivea salomonii, Populus palmata, Populus pendula, Populus peroneana, Populus quercifolia, Populus subintegerrima, Populus subintegerrima berkanensis, Populus viminalis, Salix salomonii"
3040233,United States,Maine,REGION,,Populus alba,NA,species,Salicaceae,"Abele, Silver Poplar, Silverleaf Poplar, White Poplar, European White Poplar, Silver-Leaf Poplar","Leuce alba, Populus acerifolia, Populus aegyptiaca, Populus alba globosa, Populus alba nivea, Populus alba pendula, Populus alba pyramidalis, Populus alba richardii, Populus alba alba, Populus alba major, Populus alba umbraculifera, Populus alba acerifolia, Populus alba bolleana, Populus alba crispa, Populus alba denudata, Populus alba hickeliana, Populus alba integrifolia, Populus alba microphylla, Populus alba nutans, Populus alba parvifolia, Populus alba salomonii, Populus alba sinuata, Populus alba subintegerrima, Populus arbeel, Populus arembergiana, Populus arembergica, Populus belgica, Populus bolleana, Populus candicans, Populus denudata, Populus excelsa, Populus grisea, Populus hickeliana, Populus hickeliana tremulifolia, Populus hopeiensis, Populus intermedia, Populus major, Populus nigra, Populus nivea, Populus nivea salomonii, Populus palmata, Populus pendula, Populus peroneana, Populus quercifolia, Populus subintegerrima, Populus subintegerrima berkanensis, Populus viminalis, Salix salomonii"
3040233,United States,Wisconsin,REGION,,Populus alba,Restricted,species,Salicaceae,"Abele, Silver Poplar, Silverleaf Poplar, White Poplar, European White Poplar, Silver-Leaf Poplar","Leuce alba, Populus acerifolia, Populus aegyptiaca, Populus alba globosa, Populus alba nivea, Populus alba pendula, Populus alba pyramidalis, Populus alba richardii, Populus alba alba, Populus alba major, Populus alba umbraculifera, Populus alba acerifolia, Populus alba bolleana, Populus alba crispa, Populus alba denudata, Populus alba hickeliana, Populus alba integrifolia, Populus alba microphylla, Populus alba nutans, Populus alba parvifolia, Populus alba salomonii, Populus alba sinuata, Populus alba subintegerrima, Populus arbeel, Populus arembergiana, Populus arembergica, Populus belgica, Populus bolleana, Populus candicans, Populus denudata, Populus excelsa, Populus grisea, Populus hickeliana, Populus hickeliana tremulifolia, Populus hopeiensis, Populus intermedia, Populus major, Populus nigra, Populus nivea, Populus nivea salomonii, Populus palmata, Populus pendula, Populus peroneana, Populus quercifolia, Populus subintegerrima, Populus subintegerrima berkanensis, Populus viminalis, Salix salomonii"
3121319,United States,Washington,REGION,,Artemisia absinthium,C,species,Asteraceae,"Absinth Sagewort, Absinth Wormwood, Absinthe, Absinthe Wormwood, Absinthium, Common Sagewort, Common Wormwood, Wormwood, Wormwood [Plant], Common-Wormwood","Absinthium bipedale, Absinthium majus, Absinthium officinale, Absinthium vulgare, Artemisia absinthia, Artemisia absinthium argentea, Artemisia absinthium contracta, Artemisia absinthium absinthium, Artemisia absinthium insipida, Artemisia absinthium inspida, Artemisia arborescens rehan, Artemisia arborescens cupaniana, Artemisia baldaccii, Artemisia doonense, Artemisia inodora, Artemisia kulbadica, Artemisia pendula, Artemisia rehan, Artemisia rhaetica"
3121319,United States,South Dakota,REGION,,Artemisia absinthium,NA,species,Asteraceae,"Absinth Sagewort, Absinth Wormwood, Absinthe, Absinthe Wormwood, Absinthium, Common Sagewort, Common Wormwood, Wormwood, Wormwood [Plant], Common-Wormwood","Absinthium bipedale, Absinthium majus, Absinthium officinale, Absinthium vulgare, Artemisia absinthia, Artemisia absinthium argentea, Artemisia absinthium contracta, Artemisia absinthium absinthium, Artemisia absinthium insipida, Artemisia absinthium inspida, Artemisia arborescens rehan, Artemisia arborescens cupaniana, Artemisia baldaccii, Artemisia doonense, Artemisia inodora, Artemisia kulbadica, Artemisia pendula, Artemisia rehan, Artemisia rhaetica"
3121319,United States,Wisconsin,REGION,,Artemisia absinthium,Restricted,species,Asteraceae,"Absinth Sagewort, Absinth Wormwood, Absinthe, Absinthe Wormwood, Absinthium, Common Sagewort, Common Wormwood, Wormwood, Wormwood [Plant], Common-Wormwood","Absinthium bipedale, Absinthium majus, Absinthium officinale, Absinthium vulgare, Artemisia absinthia, Artemisia absinthium argentea, Artemisia absinthium contracta, Artemisia absinthium absinthium, Artemisia absinthium insipida, Artemisia absinthium inspida, Artemisia arborescens rehan, Artemisia arborescens cupaniana, Artemisia baldaccii, Artemisia doonense, Artemisia inodora, Artemisia kulbadica, Artemisia pendula, Artemisia rehan, Artemisia rhaetica"
3121319,United States,Colorado,REGION,,Artemisia absinthium,B,species,Asteraceae,"Absinth Sagewort, Absinth Wormwood, Absinthe, Absinthe Wormwood, Absinthium, Common Sagewort, Common Wormwood, Wormwood, Wormwood [Plant], Common-Wormwood","Absinthium bipedale, Absinthium majus, Absinthium officinale, Absinthium vulgare, Artemisia absinthia, Artemisia absinthium argentea, Artemisia absinthium contracta, Artemisia absinthium absinthium, Artemisia absinthium insipida, Artemisia absinthium inspida, Artemisia arborescens rehan, Artemisia arborescens cupaniana, Artemisia baldaccii, Artemisia doonense, Artemisia inodora, Artemisia kulbadica, Artemisia pendula, Artemisia rehan, Artemisia rhaetica"
3121319,United States,North Dakota,REGION,,Artemisia absinthium,NA,species,Asteraceae,"Absinth Sagewort, Absinth Wormwood, Absinthe, Absinthe Wormwood, Absinthium, Common Sagewort, Common Wormwood, Wormwood, Wormwood [Plant], Common-Wormwood","Absinthium bipedale, Absinthium majus, Absinthium officinale, Absinthium vulgare, Artemisia absinthia, Artemisia absinthium argentea, Artemisia absinthium contracta, Artemisia absinthium absinthium, Artemisia absinthium insipida, Artemisia absinthium inspida, Artemisia arborescens rehan, Artemisia arborescens cupaniana, Artemisia baldaccii, Artemisia doonense, Artemisia inodora, Artemisia kulbadica, Artemisia pendula, Artemisia rehan, Artemisia rhaetica"
3152614,United States,Iowa,REGION,,Abutilon theophrasti,Secondary,species,Malvaceae,"Abutilon-Hemp, American-Jute, Butterprint, Buttonweed, China Jute, China-Jute, Chingma-Lantern, Indian Hemp, Indian Mallow, Velvet-Weed, Butter Print, Pie-Maker, Indian-Mallow, Pie-Marker, Swamp Chinese-Lantern, Tientsin-Jute, Velvet Leaf, Velvetleaf, Velvetleaf Indian Mallow, Velvetweed","Abutilon abutilon, Abutilon avicennae, Abutilon avicennae genuina, Abutilon avicennae nigrum, Abutilon avicennae parviflorum, Abutilon avicennae tiliifolium, Abutilon avicennae aureum, Abutilon avicennae chinense, Abutilon avicennae cordatum, Abutilon avicennae rotundifolium, Abutilon avicennae violaceum, Abutilon behrianum, Abutilon commune, Abutilon pubescens, Abutilon theophrasti chinense, Abutilon theophrasti nigrum, Abutilon tiliifolium, Malva abutilon, Sida abutilifolia, Sida abutilon, Sida tenax, Sida tiliifolia, Side abutila"
3152614,United States,Washington,REGION,,Abutilon theophrasti,B,species,Malvaceae,"Abutilon-Hemp, American-Jute, Butterprint, Buttonweed, China Jute, China-Jute, Chingma-Lantern, Indian Hemp, Indian Mallow, Velvet-Weed, Butter Print, Pie-Maker, Indian-Mallow, Pie-Marker, Swamp Chinese-Lantern, Tientsin-Jute, Velvet Leaf, Velvetleaf, Velvetleaf Indian Mallow, Velvetweed","Abutilon abutilon, Abutilon avicennae, Abutilon avicennae genuina, Abutilon avicennae nigrum, Abutilon avicennae parviflorum, Abutilon avicennae tiliifolium, Abutilon avicennae aureum, Abutilon avicennae chinense, Abutilon avicennae cordatum, Abutilon avicennae rotundifolium, Abutilon avicennae violaceum, Abutilon behrianum, Abutilon commune, Abutilon pubescens, Abutilon theophrasti chinense, Abutilon theophrasti nigrum, Abutilon tiliifolium, Malva abutilon, Sida abutilifolia, Sida abutilon, Sida tenax, Sida tiliifolia, Side abutila"
3152614,United States,Colorado,REGION,,Abutilon theophrasti,C,species,Malvaceae,"Abutilon-Hemp, American-Jute, Butterprint, Buttonweed, China Jute, China-Jute, Chingma-Lantern, Indian Hemp, Indian Mallow, Velvet-Weed, Butter Print, Pie-Maker, Indian-Mallow, Pie-Marker, Swamp Chinese-Lantern, Tientsin-Jute, Velvet Leaf, Velvetleaf, Velvetleaf Indian Mallow, Velvetweed","Abutilon abutilon, Abutilon avicennae, Abutilon avicennae genuina, Abutilon avicennae nigrum, Abutilon avicennae parviflorum, Abutilon avicennae tiliifolium, Abutilon avicennae aureum, Abutilon avicennae chinense, Abutilon avicennae cordatum, Abutilon avicennae rotundifolium, Abutilon avicennae violaceum, Abutilon behrianum, Abutilon commune, Abutilon pubescens, Abutilon theophrasti chinense, Abutilon theophrasti nigrum, Abutilon tiliifolium, Malva abutilon, Sida abutilifolia, Sida abutilon, Sida tenax, Sida tiliifolia, Side abutila"
3152614,United States,Michigan,REGION,,Abutilon theophrasti,Seed-restricted,species,Malvaceae,"Abutilon-Hemp, American-Jute, Butterprint, Buttonweed, China Jute, China-Jute, Chingma-Lantern, Indian Hemp, Indian Mallow, Velvet-Weed, Butter Print, Pie-Maker, Indian-Mallow, Pie-Marker, Swamp Chinese-Lantern, Tientsin-Jute, Velvet Leaf, Velvetleaf, Velvetleaf Indian Mallow, Velvetweed","Abutilon abutilon, Abutilon avicennae, Abutilon avicennae genuina, Abutilon avicennae nigrum, Abutilon avicennae parviflorum, Abutilon avicennae tiliifolium, Abutilon avicennae aureum, Abutilon avicennae chinense, Abutilon avicennae cordatum, Abutilon avicennae rotundifolium, Abutilon avicennae violaceum, Abutilon behrianum, Abutilon commune, Abutilon pubescens, Abutilon theophrasti chinense, Abutilon theophrasti nigrum, Abutilon tiliifolium, Malva abutilon, Sida abutilifolia, Sida abutilon, Sida tenax, Sida tiliifolia, Side abutila"
3152614,United States,Oregon,REGION,,Abutilon theophrasti,List B,species,Malvaceae,"Abutilon-Hemp, American-Jute, Butterprint, Buttonweed, China Jute, China-Jute, Chingma-Lantern, Indian Hemp, Indian Mallow, Velvet-Weed, Butter Print, Pie-Maker, Indian-Mallow, Pie-Marker, Swamp Chinese-Lantern, Tientsin-Jute, Velvet Leaf, Velvetleaf, Velvetleaf Indian Mallow, Velvetweed","Abutilon abutilon, Abutilon avicennae, Abutilon avicennae genuina, Abutilon avicennae nigrum, Abutilon avicennae parviflorum, Abutilon avicennae tiliifolium, Abutilon avicennae aureum, Abutilon avicennae chinense, Abutilon avicennae cordatum, Abutilon avicennae rotundifolium, Abutilon avicennae violaceum, Abutilon behrianum, Abutilon commune, Abutilon pubescens, Abutilon theophrasti chinense, Abutilon theophrasti nigrum, Abutilon tiliifolium, Malva abutilon, Sida abutilifolia, Sida abutilon, Sida tenax, Sida tiliifolia, Side abutila"
5289929,United States,Massachusetts,REGION,,Digitaria abyssinica,NA,species,Poaceae,"Abyssinian Finger Grass, African Couchgrass, African Couch Grass","Dichanthium scalarum, Digitaria abyssinica, Digitaria abyssinica micrantha, Digitaria abyssinica scalarum, Digitaria ciliaris, Digitaria effusa, Digitaria eichingeri, Digitaria hackelii, Digitaria hentyi, Digitaria lemeeana, Digitaria merkeri, Digitaria mutica, Digitaria scalarum, Digitaria scalarum elgonensis, Digitaria somalensis, Digitaria tangaensis, Digitaria velutina glabrescens, Digitaria vestita, Digitaria vestita scalarum, Panicum abyssinicum, Panicum hackelii, Panicum kafuroense, Panicum kafuroensis, Panicum muticum, Panicum scalarum, Panicum scalarum elatius, Syntherisma abyssinica"
5289929,United States,Florida,REGION,,Digitaria abyssinica,NA,species,Poaceae,"Abyssinian Finger Grass, African Couchgrass, African Couch Grass","Dichanthium scalarum, Digitaria abyssinica, Digitaria abyssinica micrantha, Digitaria abyssinica scalarum, Digitaria ciliaris, Digitaria effusa, Digitaria eichingeri, Digitaria hackelii, Digitaria hentyi, Digitaria lemeeana, Digitaria merkeri, Digitaria mutica, Digitaria scalarum, Digitaria scalarum elgonensis, Digitaria somalensis, Digitaria tangaensis, Digitaria velutina glabrescens, Digitaria vestita, Digitaria vestita scalarum, Panicum abyssinicum, Panicum hackelii, Panicum kafuroense, Panicum kafuroensis, Panicum muticum, Panicum scalarum, Panicum scalarum elatius, Syntherisma abyssinica"
5289929,United States,South Carolina,REGION,,Digitaria abyssinica,NA,species,Poaceae,"Abyssinian Finger Grass, African Couchgrass, African Couch Grass","Dichanthium scalarum, Digitaria abyssinica, Digitaria abyssinica micrantha, Digitaria abyssinica scalarum, Digitaria ciliaris, Digitaria effusa, Digitaria eichingeri, Digitaria hackelii, Digitaria hentyi, Digitaria lemeeana, Digitaria merkeri, Digitaria mutica, Digitaria scalarum, Digitaria scalarum elgonensis, Digitaria somalensis, Digitaria tangaensis, Digitaria velutina glabrescens, Digitaria vestita, Digitaria vestita scalarum, Panicum abyssinicum, Panicum hackelii, Panicum kafuroense, Panicum kafuroensis, Panicum muticum, Panicum scalarum, Panicum scalarum elatius, Syntherisma abyssinica"
5289929,United States,,NATIONAL,,Digitaria abyssinica,NA,species,Poaceae,"Abyssinian Finger Grass, African Couchgrass, African Couch Grass","Dichanthium scalarum, Digitaria abyssinica, Digitaria abyssinica micrantha, Digitaria abyssinica scalarum, Digitaria ciliaris, Digitaria effusa, Digitaria eichingeri, Digitaria hackelii, Digitaria hentyi, Digitaria lemeeana, Digitaria merkeri, Digitaria mutica, Digitaria scalarum, Digitaria scalarum elgonensis, Digitaria somalensis, Digitaria tangaensis, Digitaria velutina glabrescens, Digitaria vestita, Digitaria vestita scalarum, Panicum abyssinicum, Panicum hackelii, Panicum kafuroense, Panicum kafuroensis, Panicum muticum, Panicum scalarum, Panicum scalarum elatius, Syntherisma abyssinica"
3797394,United States,,NATIONAL,,Lycium ferocissimum,NA,species,Solanaceae,African Boxthorn,"Lycium campanulatum, Lycium macrocalyx"
3797394,United States,Florida,REGION,,Lycium ferocissimum,NA,species,Solanaceae,African Boxthorn,"Lycium campanulatum, Lycium macrocalyx"
3797394,United States,South Carolina,REGION,,Lycium ferocissimum,NA,species,Solanaceae,African Boxthorn,"Lycium campanulatum, Lycium macrocalyx"
3797394,United States,Massachusetts,REGION,,Lycium ferocissimum,NA,species,Solanaceae,African Boxthorn,"Lycium campanulatum, Lycium macrocalyx"
2865565,United States,Massachusetts,REGION,,Lagarosiphon major,NA,species,Hydrocharitaceae,"African Elodea, African-Elodea, Curly Waterweed, Oxygen Weed, South African Oxygen Weed, South African Oxygen-Weed, Oxygen-Weed","Elodea crispa, Lagarosiphon major, Lagarosiphon muscoides major"
2865565,United States,Texas,REGION,,Lagarosiphon major,NA,species,Hydrocharitaceae,"African Elodea, African-Elodea, Curly Waterweed, Oxygen Weed, South African Oxygen Weed, South African Oxygen-Weed, Oxygen-Weed","Elodea crispa, Lagarosiphon major, Lagarosiphon muscoides major"
2865565,United States,,NATIONAL,,Lagarosiphon major,NA,species,Hydrocharitaceae,"African Elodea, African-Elodea, Curly Waterweed, Oxygen Weed, South African Oxygen Weed, South African Oxygen-Weed, Oxygen-Weed","Elodea crispa, Lagarosiphon major, Lagarosiphon muscoides major"
2865565,United States,Michigan,REGION,,Lagarosiphon major,Prohibited,species,Hydrocharitaceae,"African Elodea, African-Elodea, Curly Waterweed, Oxygen Weed, South African Oxygen Weed, South African Oxygen-Weed, Oxygen-Weed","Elodea crispa, Lagarosiphon major, Lagarosiphon muscoides major"
2865565,United States,New Hampshire,REGION,,Lagarosiphon major,NA,species,Hydrocharitaceae,"African Elodea, African-Elodea, Curly Waterweed, Oxygen Weed, South African Oxygen Weed, South African Oxygen-Weed, Oxygen-Weed","Elodea crispa, Lagarosiphon major, Lagarosiphon muscoides major"
2865565,United States,Wisconsin,REGION,,Lagarosiphon major,Prohibited,species,Hydrocharitaceae,"African Elodea, African-Elodea, Curly Waterweed, Oxygen Weed, South African Oxygen Weed, South African Oxygen-Weed, Oxygen-Weed","Elodea crispa, Lagarosiphon major, Lagarosiphon muscoides major"
2865565,United States,South Carolina,REGION,,Lagarosiphon major,NA,species,Hydrocharitaceae,"African Elodea, African-Elodea, Curly Waterweed, Oxygen Weed, South African Oxygen Weed, South African Oxygen-Weed, Oxygen-Weed","Elodea crispa, Lagarosiphon major, Lagarosiphon muscoides major"
2865565,United States,California,REGION,,Lagarosiphon major,CCR 4596,species,Hydrocharitaceae,"African Elodea, African-Elodea, Curly Waterweed, Oxygen Weed, South African Oxygen Weed, South African Oxygen-Weed, Oxygen-Weed","Elodea crispa, Lagarosiphon major, Lagarosiphon muscoides major"
2705378,United States,Massachusetts,REGION,,Eragrostis curvula,NA,species,Poaceae,"African Love-Grass, African Love Grass, Boer Love Grass, Weeping Love Grass, Weeping Lovegrass","Eragrostis atrovirens, Eragrostis capillifolia, Eragrostis chloromelas, Eragrostis curvala, Eragrostis curvula atrata, Eragrostis curvula conferta, Eragrostis curvula decolorans, Eragrostis curvula valida, Eragrostis curvula ampla, Eragrostis curvula curvula, Eragrostis filiformis, Eragrostis filiformis conferta, Eragrostis huillensis, Eragrostis jeffreysii, Eragrostis lehmanniana ampla, Eragrostis poa, Eragrostis procerior, Eragrostis pubiculmis, Eragrostis robusta, Eragrostis subulata, Eragrostis thunbergiana, Eragrostis thunbergiana atrata, Eragrostis valida, Poa atrovirens, Poa capensis, Poa curvula, Poa filiformis"
3114986,United States,California,REGION,,Arctotheca calendula,CCR 4518,species,Asteraceae,"African Marigold, Cape Marigold, Cape-Dandelion, Capeweed, Plain Treasureflower, Plain Treasure-Flower, Cape Weed, Plain Treasure Flower","Alloiozonium arctotideum, Arctotheca calendula, Arctotheca calendulacea, Arctotheca tristis, Arctotis acaulis, Arctotis calendula, Arctotis calendula coruscans, Arctotis calendula hypochondriaca, Arctotis calendula superba, Arctotis calendulacea, Arctotis calendulacea tristis, Arctotis corruscans, Arctotis hypochondriaca, Arctotis speciosa, Arctotis sulphurea, Arctotis superba, Arctotis tristis, Cryptostemma calendula, Cryptostemma calendulaceum, Cryptostemma hypochondriacum, Cryptostemma runcinatum, Cryptostemma triste, Cynotis hypochondriaca"
3114986,United States,,NATIONAL,,Arctotheca calendula,NA,species,Asteraceae,"African Marigold, Cape Marigold, Cape-Dandelion, Capeweed, Plain Treasureflower, Plain Treasure-Flower, Cape Weed, Plain Treasure Flower","Alloiozonium arctotideum, Arctotheca calendula, Arctotheca calendulacea, Arctotheca tristis, Arctotis acaulis, Arctotis calendula, Arctotis calendula coruscans, Arctotis calendula hypochondriaca, Arctotis calendula superba, Arctotis calendulacea, Arctotis calendulacea tristis, Arctotis corruscans, Arctotis hypochondriaca, Arctotis speciosa, Arctotis sulphurea, Arctotis superba, Arctotis tristis, Cryptostemma calendula, Cryptostemma calendulaceum, Cryptostemma hypochondriacum, Cryptostemma runcinatum, Cryptostemma triste, Cynotis hypochondriaca"
3042624,United States,Utah,REGION,,Brassica tournefortii,Class 1B,species,Brassicaceae,"African Mustard, Asian Mustard, Mediterranean Mustard, Mediterranean Turnip, Pale Cabbage, Sahara Mustard, Saharan Mustard, Long-Fruit Turnip, Wild Turnip","Brassica amblyorhyncha, Brassica barrelieri tournefortii, Brassica mesopotamica, Brassica sisymbrioides, Brassica stocksii, Brassica tournefortii dentata, Brassica tournefortii dasycarpa, Brassica tournefortii leiocarpa, Brassica tournefortii recurvata, Brassica tournefortii sisymbrioides, Brassica tournefortii sisymbroides, Brassicella cheiranthus, Coincya tournefortii, Eruca erecta, Erucastrum minutiflorum, Erucastrum tournefortii, Sinapis caspica, Sisymbrium setosum"
3042624,United States,Arizona,REGION,,Brassica tournefortii,B,species,Brassicaceae,"African Mustard, Asian Mustard, Mediterranean Mustard, Mediterranean Turnip, Pale Cabbage, Sahara Mustard, Saharan Mustard, Long-Fruit Turnip, Wild Turnip","Brassica amblyorhyncha, Brassica barrelieri tournefortii, Brassica mesopotamica, Brassica sisymbrioides, Brassica stocksii, Brassica tournefortii dentata, Brassica tournefortii dasycarpa, Brassica tournefortii leiocarpa, Brassica tournefortii recurvata, Brassica tournefortii sisymbrioides, Brassica tournefortii sisymbroides, Brassicella cheiranthus, Coincya tournefortii, Eruca erecta, Erucastrum minutiflorum, Erucastrum tournefortii, Sinapis caspica, Sisymbrium setosum"
3042624,United States,Nevada,REGION,,Brassica tournefortii,NA,species,Brassicaceae,"African Mustard, Asian Mustard, Mediterranean Mustard, Mediterranean Turnip, Pale Cabbage, Sahara Mustard, Saharan Mustard, Long-Fruit Turnip, Wild Turnip","Brassica amblyorhyncha, Brassica barrelieri tournefortii, Brassica mesopotamica, Brassica sisymbrioides, Brassica stocksii, Brassica tournefortii dentata, Brassica tournefortii dasycarpa, Brassica tournefortii leiocarpa, Brassica tournefortii recurvata, Brassica tournefortii sisymbrioides, Brassica tournefortii sisymbroides, Brassicella cheiranthus, Coincya tournefortii, Eruca erecta, Erucastrum minutiflorum, Erucastrum tournefortii, Sinapis caspica, Sisymbrium setosum"
5274861,United States,,NATIONAL,,Salvinia auriculata,NA,species,Salviniaceae,"African Payal, Eared Watermoss, Butterfly Fern, Giant Salvinia","Marsilea auriculata, Marsilea natans, Salvinia affinis, Salvinia auriculata olfersiana, Salvinia hispida, Salvinia olfersiana, Salvinia radula, Salvinia rotundifolia"
5274861,United States,Vermont,REGION,,Salvinia auriculata,A,species,Salviniaceae,"African Payal, Eared Watermoss, Butterfly Fern, Giant Salvinia","Marsilea auriculata, Marsilea natans, Salvinia affinis, Salvinia auriculata olfersiana, Salvinia hispida, Salvinia olfersiana, Salvinia radula, Salvinia rotundifolia"
5274861,United States,Massachusetts,REGION,,Salvinia auriculata,NA,species,Salviniaceae,"African Payal, Eared Watermoss, Butterfly Fern, Giant Salvinia","Marsilea auriculata, Marsilea natans, Salvinia affinis, Salvinia auriculata olfersiana, Salvinia hispida, Salvinia olfersiana, Salvinia radula, Salvinia rotundifolia"
5274861,United States,South Carolina,REGION,,Salvinia auriculata,NA,species,Salviniaceae,"African Payal, Eared Watermoss, Butterfly Fern, Giant Salvinia","Marsilea auriculata, Marsilea natans, Salvinia affinis, Salvinia auriculata olfersiana, Salvinia hispida, Salvinia olfersiana, Salvinia radula, Salvinia rotundifolia"
5274861,United States,California,REGION,,Salvinia auriculata,CCR 4647,species,Salviniaceae,"African Payal, Eared Watermoss, Butterfly Fern, Giant Salvinia","Marsilea auriculata, Marsilea natans, Salvinia affinis, Salvinia auriculata olfersiana, Salvinia hispida, Salvinia olfersiana, Salvinia radula, Salvinia rotundifolia"
5274863,United States,Idahoe,REGION,,Salvinia molesta,,species,Salviniaceae,"African Payal, Giant Salvinia, Kariba Weed, Water Fern, African Payal, African Pyle, Aquarium Watermoss, Giant Water Fern, Velvet Weed, Kariba Weed, Salvinia Moss, Aquarium Watermoss, Giant Salvinia, Kariba-Weed, Water Fern",Salvinia adnata
5274863,United States,Colorado,REGION,,Salvinia molesta,A,species,Salviniaceae,"African Payal, Giant Salvinia, Kariba Weed, Water Fern, African Pyle, Aquarium Watermoss, Giant Water Fern, Velvet Weed, Salvinia Moss, Kariba-Weed",Salvinia adnata
5274863,United States,Nevada,REGION,,Salvinia molesta,NA,species,Salviniaceae,"African Payal, Giant Salvinia, Kariba Weed, Water Fern, African Pyle, Aquarium Watermoss, Giant Water Fern, Velvet Weed, Salvinia Moss, Kariba-Weed",Salvinia adnata
5274863,United States,,NATIONAL,,Salvinia molesta,NA,species,Salviniaceae,"African Payal, Giant Salvinia, Kariba Weed, Water Fern, African Pyle, Aquarium Watermoss, Giant Water Fern, Velvet Weed, Salvinia Moss, Kariba-Weed",Salvinia adnata
5274863,United States,Massachusetts,REGION,,Salvinia molesta,NA,species,Salviniaceae,"African Payal, Giant Salvinia, Kariba Weed, Water Fern, African Pyle, Aquarium Watermoss, Giant Water Fern, Velvet Weed, Salvinia Moss, Kariba-Weed",Salvinia adnata
5274863,United States,South Carolina,REGION,,Salvinia molesta,NA,species,Salviniaceae,"African Payal, Giant Salvinia, Kariba Weed, Water Fern, African Pyle, Aquarium Watermoss, Giant Water Fern, Velvet Weed, Salvinia Moss, Kariba-Weed",Salvinia adnata
5274863,United States,Mississippi,REGION,,Salvinia molesta,NA,species,Salviniaceae,"African Payal, Giant Salvinia, Kariba Weed, Water Fern, African Pyle, Aquarium Watermoss, Giant Water Fern, Velvet Weed, Salvinia Moss, Kariba-Weed",Salvinia adnata
5274863,United States,Virginia,REGION,,Salvinia molesta,Tier 1,species,Salviniaceae,"African Payal, Giant Salvinia, Kariba Weed, Water Fern, African Pyle, Aquarium Watermoss, Giant Water Fern, Velvet Weed, Salvinia Moss, Kariba-Weed",Salvinia adnata
5274863,United States,New Mexico,REGION,,Salvinia molesta,A,species,Salviniaceae,"African Payal, Giant Salvinia, Kariba Weed, Water Fern, African Pyle, Aquarium Watermoss, Giant Water Fern, Velvet Weed, Salvinia Moss, Kariba-Weed",Salvinia adnata
5274863,United States,Vermont,REGION,,Salvinia molesta,A,species,Salviniaceae,"African Payal, Giant Salvinia, Kariba Weed, Water Fern, African Pyle, Aquarium Watermoss, Giant Water Fern, Velvet Weed, Salvinia Moss, Kariba-Weed",Salvinia adnata
5274863,United States,Michigan,REGION,,Salvinia molesta,NA,species,Salviniaceae,"African Payal, Giant Salvinia, Kariba Weed, Water Fern, African Pyle, Aquarium Watermoss, Giant Water Fern, Velvet Weed, Salvinia Moss, Kariba-Weed",Salvinia adnata
