GBIFusageKey,country,region,jurisdiction,jurisdiction_group,prefName,classification,taxonLevel,family,englishName,synonyms
11491555,Israel,,NATIONAL,,Ambrosia,except A. maritima,genus,Asteraceae,No English common names available for this species,
7510471,Israel,,NATIONAL,,Polygonum argyrocoleum,NA,species,Polygonaceae,"Persian Knotweed, Silversheath Knotweed, Silver-Sheath Knotweed","Polygonum argyrocoleum, Polygonum chlorocoleum, Polygonum chlorocoleum, Polygonum deciduum, Polygonum noeanum"
5290299,Israel,,NATIONAL,,Elymus repens,NA,species,Poaceae,"Quack Grass, Quackgrass, Couchgrass, Creeping Wildrye","Agropyron altissimum, Agropyron boroei, Agropyron dumetorum, Agropyron glaucum, Agropyron junceum repens, Agropyron junceum repens, Agropyron leersianum, Agropyron maeoticum, Agropyron reichenbachianum, Agropyron repens, Agropyron repens distans, Agropyron repens repens, Agropyron repens arenosum, Agropyron repens capillare, Agropyron repens dumetorum, Agropyron repens firmum, Agropyron repens glaucescens, Agropyron repens glaucescens, Agropyron repens littorale, Agropyron repens vulgare, Agropyron repens vulgare, Agropyron seidlii, Agropyron vaillantianum, Braconotia officinarum, Elymus repens glauca, Elymus repens glauca, Elytrigia maeotica, Elytrigia repens, Elytrigia repens, Elytrigia repens, Elytrigia repens aristata, Elytrigia repens leersianum, Elytrigia repens vulgare, Frumentum repens, Triticum caesium, Triticum festuceum, Triticum glaucum, Triticum infestum, Triticum leersianum, Triticum leersianum, Triticum repens, Triticum repens capillare, Triticum repens capillare, Triticum repens hirsutum, Triticum repens multiflorum, Triticum repens pectinatum, Triticum repens scabrum, Triticum repens viride, Triticum repens arenosum, Triticum repens arenosum, Triticum repens aristatum, Triticum repens glaucescens, Triticum repens glaucescens, Triticum repens littorale, Triticum repens majus, Triticum repens pubescens, Triticum stenophyllum, Triticum vaillantianum, Zeia repens"
3142214,Israel,,NATIONAL,,Leuzea repens,NA,species,Asteraceae,"Russian Knapweed, Creeping Knapweed",
11397237,Israel,,NATIONAL,,Euphorbia,all weedy species,genus,Euphorbiaceae,"Spurge, Spurges, Euphorbia","Ademo, Adenopetalum, Adenorima, Agaloma, Aklema, Alectoroctonum, Allobia, Anisophyllum, Anthacantha, Aplarina, Arthrothamnus, Athymalus, Ceraselma, Chamaesyce, Characias, Chylogala, Crepidaria, Ctenadena, Cubanthus, Cyathophora, Cystidospermum, Dactylanthes, Dematra, Desmonema, Diadenaria, Dichylium, Diplocyathium, Ditrita, Ditritea, Ditritra, Elaeophorbia, Endadenium, Endoisila, Epurga, Esula, Euforbia, Eumecanthus, Euphorbi, Euphorbiastrum, Euphorbiodendron, Euphorbion, Euphorbion, Euphorbium, Galarhoeus, Galorhoeus, Hexadenia, Kanopikon, Keraselma, Keraselma, Kobiosis, Lacanthis, Lathyris, Lepadena, Leptopus, Lophobios, Lortia, Lyciopsis, Medusea, Monadenium, Murtekias, Nisomenes, Ossifraga, Peccana, Pedilanthus, Pedilanthus, Petalandra, Petaloma, Pleuradena, Poinsettia, Pyretrum, Pythius, Pythius, Sclerocyathium, Stenadenium, Sterigmanthe, Synadenium, Tirucalia, Tirucallia, Tithymalodes, Tithymaloides, Tithymalopsis, Tithymalus, Tithymalus, Tithymalus, Tithymalus, Torfasadis, Torfasidis, Treisia, Tricherostigma, Trichosterigma, Tumalis, Vallaris, Ventenatia, Xamesike, Zalitea, Zygophyllidium"
3119230,Israel,,NATIONAL,,Helianthus ciliaris,NA,species,Asteraceae,"Texas Blueweed, Texas-Blueweed, Blueweed, Blueweed Sunflower","Helianthus angustifolius ciliaris, Linsecomia glauca"
3053118,Israel,,NATIONAL,,Rorippa,NA,genus,Brassicaceae,"Water-Cress, Water-Cresses, Yellow-Cress, Yellowcress, Yellowcresses","Brachiolobos, Caroli-Gmelina, Caroli-gmelina, Clandestinaria, Kardanoglyphos, Leiolobium, Nasturtium, Neobeckia, Radicula, Roripa, Roripella, Rorripa, Sisymbrianthus, Tetracellion, Tetrapoma, Trochiscus"
3171157,Israel,,NATIONAL,,Striga,NA,genus,Orobanchaceae,Witchweed,"Camphyleia, Campuleia, Microsyphus, Psammostachys"
2865565,,,INTERNATIONAL,EU,Lagarosiphon major,,species,Hydrocharitaceae,"African Elodea, African-Elodea, Curly Waterweed, Oxygen Weed, South African Oxygen Weed, African Elodea, Curly Waterweed, South African Oxygen Weed, South African Oxygen-Weed, Oxygen Weed, Oxygen-Weed","Elodea crispa, Lagarosiphon major, Lagarosiphon muscoides major"
5274863,,,INTERNATIONAL,EU,Salvinia molesta,,species,Salviniaceae,"African Payal, Giant Salvinia, Kariba Weed, Water Fern, African Payal, African Pyle, Aquarium Watermoss, Giant Water Fern, Velvet Weed, Kariba Weed, Salvinia Moss, Aquarium Watermoss, Giant Salvinia, Kariba-Weed, Water Fern",Salvinia adnata
5824863,,,INTERNATIONAL,EU,Rugulopteryx okamurae,,species,Dictyotaceae,Algae Stomp,"Dictyota marginata, Dictyota okamurae, Dilophus marginatus, Dilophus okamurae"
3084923,,,INTERNATIONAL,EU,Alternanthera philoxeroides,,species,Amaranthaceae,"Alligator Weed, Alligatorweed, Helencha, Alligator-Weed","Achyranthes aphylla, Achyranthes paludosa, Achyranthes philoxeroides, Alternanthera aphylla, Alternanthera philoxerina, Alternanthera philoxeroides acutifolia, Alternanthera philoxeroides angustifolia, Alternanthera philoxeroides phyllantha, Alternanthera philoxeroides acutifolia, Alternanthera philoxeroides lancifolia, Alternanthera philoxeroides luxurians, Alternanthera philoxeroides obtusifolia, Alternanthera philoxeroides phyllantha, Alternanthera philoxeroides platyphylla, Brandesia martiana, Brandesia martiana, Bucholzia philoxeroides, Bucholzia philoxeroides acutifolia, Bucholzia philoxeroides obtusifolia, Celosia amphibia, Celosia amphibia, Mogiphanes philorexoides, Mogiphanes philoxeroides, Telanthera philoxeroides, Telanthera philoxeroides acutifolia, Telanthera philoxeroides denticulata, Telanthera philoxeroides linearifolia, Telanthera philoxeroides obtusifolia, Telanthera philoxeroides phyllantha"
2869311,,,INTERNATIONAL,EU,Lysichiton americanus,,species,Araceae,"American Skunk-Cabbage, American Skunkcabbage, American Skunk Cabbage, Skunk Cabbage, Western Skunk Cabbage, Western Skunk-Cabbage, Yellow Skunk Cabbage, Yellow Skunk-Cabbage",
2704521,,,INTERNATIONAL,EU,Cortaderia jubata,,species,Poaceae,"Andean Pampas Grass, Purple Pampas Grass, Pampas Grass, Pink Pampas Grass","Cortaderia selloana jubata, Gynerium jubatum, Gynerium jubatum, Gynerium neesii, Gynerium pygmaeum"
3169169,,,INTERNATIONAL,EU,Celastrus orbiculatus,,species,Celastraceae,"Asian Bittersweet, Asiatic Bittersweet, Japanese Bittersweet, Oriental Bittersweet, Staff-Vine, Staffvine, Staff Vine","Catha articulata, Celastrus articulatus, Celastrus articulatus, Celastrus articulatus humilis, Celastrus articulatus orbiculata, Celastrus articulatus papillosus, Celastrus articulatus papillosus, Celastrus crispulus, Celastrus insularis, Celastrus jeholensis, Celastrus orbiculatus aureoarillatus, Celastrus orbiculatus major, Celastrus orbiculatus major, Celastrus orbiculatus papillosus, Celastrus orbiculatus aureoarillatus, Celastrus orbiculatus papillosus, Celastrus orbiculatus punctatus, Celastrus orbiculatus strigillosus, Celastrus tatarinowii, Ilex leucantha"
2889173,,,INTERNATIONAL,EU,Reynoutria japonica,,species,Polygonaceae,"Asian Knotweed, Japanese Knotweed, Mexican Bamboo, Mexican-Bamboo, Fleeceflower","Fallopia japonica, Fallopia japonica, Fallopia japonica colorans, Fallopia japonica hachidyoensis, Fallopia japonica uzenensis, Pleuropterus cuspidatus, Pleuropterus cuspidatus, Pleuropterus uzenensis, Pleuropterus zuccarinii, Polygonum cuspidatum, Polygonum cuspidatum roseum, Polygonum cuspidatum compactum, Polygonum cuspidatum hachidyoense, Polygonum cuspidatum spectabile, Polygonum cuspidatum terminale, Polygonum cuspidatum uzenense, Polygonum hachidyoense, Polygonum hachijoense, Polygonum hachijoense, Polygonum japonicum, Polygonum pictum, Polygonum reynoutria, Polygonum reynoutria colorans, Polygonum reynoutria humilis, Polygonum sieboldii, Polygonum sieboldii, Polygonum zuccarinii, Reynoutria compactum, Reynoutria elata, Reynoutria hachidyoensis, Reynoutria hachidyoensis, Reynoutria hachidyoensis terminalis, Reynoutria hachijoensis, Reynoutria hachijoensis, Reynoutria hachijoensis terminalis, Reynoutria hastata, Reynoutria hastata, Reynoutria henryi, Reynoutria japonica hastata, Reynoutria japonica rosea, Reynoutria japonica elata, Reynoutria japonica hastata, Reynoutria japonica humilis, Reynoutria japonica spectabilis, Reynoutria japonica terminalis, Reynoutria japonica uzenensis, Reynoutria uzenensis, Reynoutria yabeana, Rumex obtusifolius transiens, Tiniaria japonica"
4033648,,,INTERNATIONAL,EU,Persicaria perfoliata,,species,Polygonaceae,"Asian Tearthumb, Asiatic Tearthumb, Devil's-Tail Tearthumb, Giant Climbing Tearthumb, Mile-A-Minute-Vine, Mile-A-Minute-Weed, Minuteweed, Tearthumb, Devil's-Tail, Mile-A-Minute Weed","Ampelygonum perfoliatum, Chylocalyx perfoliatus, Chylocalyx perfoliatus, Echinocaulon perfoliatum, Echinocaulon perfoliatum, Fagopyrum perfoliatum, Polygonum arifolium perfoliatum, Polygonum paucifoliatum, Polygonum perfoliatum, Tracaulon perfoliatum, Truellum perfoliatum"
5362054,,,INTERNATIONAL,EU,Crassula helmsii,,species,Crassulaceae,"Australian Swamp Stonecrop, New Zealand Pigmyweed, New Zealand Pygmyweed, Swamp Crassula, Swamp-Stonecrop","Bulliarda recurva, Crassula helmsii, Crassula recurva, Tillaea helmsii, Tillaea recurva, Tillaea verticillaris"
3189935,,,INTERNATIONAL,EU,Cardiospermum grandiflorum,,species,Sapindaceae,"Balloon Vine, Balloonvine, Heartseed, Heartseedvine, Showy Balloonvine, Showy Balloonvine, Balloon Vine, Heart Pea, Heart Seed","Cardiospermum barbicaule, Cardiospermum barbicule, Cardiospermum caillei, Cardiospermum coluteoides, Cardiospermum duarteanum, Cardiospermum elegans, Cardiospermum grandiflorum elegans, Cardiospermum grandiflorum genuinum, Cardiospermum grandiflorum hirsutum, Cardiospermum grandiflorum elegans, Cardiospermum grandiflorum hirsutum, Cardiospermum hirsutum, Cardiospermum hirsutum, Cardiospermum hispidum, Cardiospermum hispidum, Cardiospermum inflatum, Cardiospermum inflatum, Cardiospermum macrophyllum, Cardiospermum pilosum, Cardiospermum pilosum, Cardiospermum velutinum, Cardiospermum vesicarium, Cardiospermum vesicarum, Cardiospermum vesicarum"
2979775,,,INTERNATIONAL,EU,Acacia mearnsii,,species,Fabaceae,"Black Wattle, Green Wattle, Late Black Wattle, Tan Wattle, Wattle","Acacia decurrens mollis, Acacia decurrens mollissima, Acacia mollissima, Racosperma mearnsii"
4038485,,,INTERNATIONAL,EU,Reynoutria x bohemica,,species,Polygonaceae,Bohemian Knotweed,"Fallopia sachalinensis intermedia, Fallopia xbohemica, Fallopia bohemica, Polygonum sachalinense intermedium, Polygonum bohemicum, Reynoutria sachalinensis intermedia, Reynoutria xbohemica, Reynoutria mizushimae, Reynoutria vivax"
5361785,,,INTERNATIONAL,EU,Myriophyllum aquaticum,,species,Haloragaceae,"Brazilian Water-Milfoil, Brazilian Watermilfoil, Diamond Milfoil, Parrot Feather, Parrot Feather Watermilfoil, Parrot's Feather, Parrot's Feather, Parrot Feather Watermilfoil, Parrot's-Feather, Parrotfeather, Thread-Of-Life, Water-Feather","Enydria aquatica, Myriophyllum brasiliense, Myriophyllum mattogrossense, Myriophyllum proserpinacoides, Myriophyllum proserpinacoides"
3170247,,,INTERNATIONAL,EU,Asclepias syriaca,,species,Apocynaceae,"Broadleaf Milkweed, Butterfly Flower, Common Milkweed, Kansas Milkweed, Silkweed, Silky Swallowwort, Virginia Silkweed, Virginia-Silk, Silky Milkweed","Asclepias apocinum, Asclepias capitellata, Asclepias consanguinea, Asclepias cornuti, Asclepias fragrans, Asclepias globosa, Asclepias grandifolia, Asclepias illinoensis, Asclepias illinoensis, Asclepias intermedia, Asclepias obtusifolia, Asclepias pubescens, Asclepias pubigera, Asclepias ramosa, Asclepias serica, Asclepias syriaca inermis, Asclepias syriaca leucantha, Asclepias syriaca polyphylla, Asclepias syriaca syriaca, Asclepias syriaca syriaca"
5361762,,,INTERNATIONAL,EU,Myriophyllum heterophyllum,,species,Haloragaceae,"Broadleaf Water-Milfoil, Broadleaf Watermilfoil, Changeleaf Parrotfeather, Two-Leaf Water-Milfoil, Twoleaf Water-Milfoil, Twoleaf Watermilfoil, Variable Watermilfoil, Variable-Leaf Water-Milfoil, Various-Leaf Water-Milfoil, Various-Leaved Water-Milfoil, Water-Milfoil, Broad-Leaved Water-Milfoil, Two-Leaved Water-Milfoil, Variable-Leaved Water-Milfoil, Changed-Leaved Parrot's-Feather",Myriophyllum mexicanum
2706080,,,INTERNATIONAL,EU,Andropogon virginicus,,species,Poaceae,"Broom-Sedge, Broom-Sedge Bluestem, Broomsedge Bluestem, Broomsedge Bluestem, Yellowsedge Bluestem Whiskey Grass., Whiskey Grass, Whisky Grass, Smooth Bluestem, Virginia Beard Grass, Yellow Bluestem","Anatherum virginicum, Anatherum virginicum, Anatherum virginicum tetrastachyum, Andropogon curtisianus, Andropogon decipiens, Andropogon dissitiflorus, Andropogon dissitiflorus vaginatus, Andropogon dissitiflorus vaginatus, Andropogon eriophorus, Andropogon glaucescens, Andropogon louisianae, Andropogon macrourus glaucopsis, Andropogon macrourus viridis, Andropogon pauciflorus, Andropogon pauciflorus, Andropogon tetrastachyus, Andropogon vaginatus, Andropogon virginicus virginicus, Andropogon virginicus genuinus, Andropogon virginicus decipiens, Andropogon virginicus genuinus, Andropogon virginicus scabriglumus, Andropogon virginicus tetrastachyus, Andropogon virginicus vaginatus, Andropogon virginicus vaginatus, Andropogon virginicus viridis, Cinna lateralis, Cymbopogon glaucus, Dimeiostemon tetrastachys, Dimeiostemon tetrastachys, Dimeiostemon vaginatus, Dimeiostemon vaginatus, Holcus virginicus, Sorghum virginicum"
3134183,,,INTERNATIONAL,EU,Delairea odorata,,species,Asteraceae,"Cape Ivy, Cape-Ivy, German Ivy, German-Ivy, Italian Ivy, Parlor-Ivy","Delairea scandens, Senecio mikanioides, Senecio mikanioides"
2882443,,,INTERNATIONAL,EU,Cabomba caroliniana,,species,Cabombaceae,"Carolina Water Shield, Carolina Water-Shield, Carolina Fanwort, Fanwort, Washington-Grass, Washington-Plant, Fish-Grass","Cabomba aquatica, Cabomba australis, Cabomba caroliniana caroliniana, Cabomba caroliniana pulcherrima, Cabomba caroliniana paucipartita, Nectris caroliniana"
3034825,,,INTERNATIONAL,EU,Heracleum mantegazzianum,,species,Apiaceae,"Cartwheel-Flower, Giant Hogweed, Hogweed, Mantegazzi's Cow-Parsnip, Cartwheel Flower, Giant Cow Parsnip","Heracleum circassicum, Heracleum grossheimii, Heracleum mantegazzianum rosicalyx, Heracleum mantegazzianum immaculatum, Heracleum montegazzianum, Heracleum speciosum, Pastinaca mantegazziana"
2984306,,,INTERNATIONAL,EU,Gunnera tinctoria,,species,Gunneraceae,"Chilean Gunnera, Chilean Rhubarb, Chilean-Rhubarb, Giant-Rhubarb, Giant Rhubarb","Gunnera chilensis, Gunnera commutata, Gunnera rheifolia, Gunnera scabra, Gunnera thyrsiflora, Gunnera thyrsiflora, Gunnera tinctoria, Gunnera tinctoria, Panke acaulis, Panke apodophyllofolium, Panke caulescens, Panke chilense, Panke tinctoria, Pankea chilensis"
3190653,,,INTERNATIONAL,EU,Ailanthus altissima,,species,Simaroubaceae,"China-Sumac, Chinese Tree-Of-Heaven, Chinese Sumac, Copal Tree, Stinktree, Tree Of Heaven, Tree-Of-Heaven, Varnish Tree, Tree Of Heaven, Copal Tree, Varnishtree, Ailanthus","Ailanthus altissima erythrocarpa, Ailanthus altissima pendulifolia, Ailanthus altissima rubra, Ailanthus altissima erythrocarpa, Ailanthus altissima leucoxyla, Ailanthus altissima microphylla, Ailanthus altissima myriocephala, Ailanthus altissima pendulifolia, Ailanthus altissima ramosissima, Ailanthus cacodendron, Ailanthus erythrocarpa, Ailanthus esquirolii, Ailanthus giraldii, Ailanthus giraldii duclouxii, Ailanthus glandulosa, Ailanthus glandulosa erythocarpa, Ailanthus glandulosa pendulifolia, Ailanthus glandulosa rubra, Ailanthus glandulosa erythocarpa, Ailanthus glandulosa pendula, Ailanthus glandulosa pendulifolia, Ailanthus glandulosa pendulifolia, Ailanthus glandulosa spinosa, Ailanthus guangxiensis, Ailanthus japonica, Ailanthus japonica, Ailanthus peregrina, Ailanthus pongelion, Ailanthus procera, Ailanthus rhodoptera, Ailanthus rubra, Ailanthus sinensis, Ailanthus vilmoriniana, Ailanthus vilmoriniana henanensis, Ailantus rhodoptera, Albonia peregrina, Choerospondias auriculata, Pongelion cacodendron, Pongelion cacodendron, Pongelion glandulosum, Pongelion vilmorinianum, Rhus cacodendron, Rhus peregrina, Rhus peregrina, Toxicodendron altissimum"
8114276,,,INTERNATIONAL,EU,Lespedeza cuneata,,species,Fabaceae,"Chinese Bush-Clover, Chinese Bushclover, Chinese Lespedeza, Perennial Lespedeza, Sericea Lespedeza, Silky Bush-Clover","Anila chinensis, Anthyllis cuneata, Aspalathus cuneata, Hedysarum sericeum, Lespedeza argyrea, Lespedeza juncea sericea, Lespedeza juncea sericea, Lespedeza juncea subsericea"
5289808,,,INTERNATIONAL,EU,Microstegium vimineum,,species,Poaceae,"Chinese Packing Grass, Flexible Sea Grass, Japanese Stilt Grass, Japanese Stiltgrass, Nepal Grass, Nepalese Browntop","Andropogon vimineus, Arthraxon lanceolatus, Arthraxon nodosus, Eulalia cantonensis, Eulalia cantoniensis, Eulalia vimenea, Eulalia viminea, Eulalia viminea imberbis, Eulalia viminea variabilis, Eulalia viminea imberbis, Eulalia viminea variabilis, Microstegium aristulatum, Microstegium cantonense, Microstegium debile, Microstegium dilatatum, Microstegium imberbe, Microstegium nodosum, Microstegium reticulatum, Microstegium reticulatum, Microstegium vimineum polystachyum, Microstegium vimineum willdenovianum, Microstegium vimineum willdenowianum, Microstegium vimineum imberbe, Microstegium vimineum nodosum, Microstegium vimineum polystachyum, Microstegium vimineum willdenowianum, Microstegium vimineum imberbe, Microstegium vimineum loharkhetianum, Microstegium vimineum monostachyum, Microstegium vimineum polystachyum, Microstegium vimineum vimineum, Microstegium vimineum willdenovianum, Microstegium vimineum willdenowianum, Microstegium vimineum willdenowianum, Microstegium willdenovianum, Microstegium willdenowianum, Microstegium willdenowianum, Pollinia cantonensis, Pollinia cantoniensis, Pollinia debile, Pollinia debilis, Pollinia dilatata, Pollinia imberbis, Pollinia imberbis, Pollinia imberbis glabriflora, Pollinia imberbis monostachya, Pollinia imberbis monostachya, Pollinia imberbis glabriflora, Pollinia imberbis willdenowiana, Pollinia imberbis geniculata, Pollinia imberbis geniculata, Pollinia imberbis willdenoviana, Pollinia imberbis willdenowiana, Pollinia japonica monostachya, Pollinia japonica polystachya, Pollinia japonica monostachya, Pollinia japonica polystachya, Pollinia viminea, Pollinia willdenoviana, Pollinia willdenowiana"
3054399,,,INTERNATIONAL,EU,Triadica sebifera,,species,Euphorbiaceae,"Chinese Tallow, Chinese Tallowtree, Candleberry-Tree, Popcorntree, Tallowtree","Carumbium sebiferum, Croton macrocarpus, Croton macrocarpus, Croton sebifer, Croton sebiferum, Excoecaria sebifera, Sapium chihsinianum, Sapium pleiocarpum, Sapium sebiferum, Sapium sebiferum, Sapium sebiferum cordatum, Sapium sebiferum dabeshanense, Sapium sebiferum multiracemosum, Sapium sebiferum pendulum, Sapium sebiferum cordatum, Sapium sebiferum dabeshanense, Sapium sebiferum multiracemosum, Sapium sebiferum pendulum, Seborium chinense, Seborium sebiferum, Stillingfleetia sebifera, Stillingia sebifera, Stillingia sebifera, Stillingia sinensis, Triadica chinensis, Triadica sinensis"
2765942,,,INTERNATIONAL,EU,Eichhornia crassipes,,species,Pontederiaceae,"Common Water Hyacinth, Kachuripana, Water Hyacinth, Common Water-Hyacinth, Floating Water Hyacinth, Floating Waterhyacinth, Lilac-Devil, Water-Hyacinth",
3129663,,,INTERNATIONAL,EU,Baccharis halimifolia,,species,Asteraceae,"Consumption-Weed, Eastern Baccharis, Groundselbush, Groundseltree, Sea Island-Myrtle, Sea-Myrtle, Tree Groundsel, Waterbrush, Consumption Weed, Sea Myrtle, Baccharis, Cotton-Seed Tree, Groundsel Bush, Groundsel Tree","Baccharis cuneifolia, Baccharis halimifolia subintegrifolia, Baccharis halimifolia angustior, Baccharis halimifolia halimifolia, Conyza halimifolia"
5828232,,,INTERNATIONAL,EU,Pennisetum setaceum,,species,Poaceae,"Crimson Fountaingrass, Fountain Grass, Tender Fountain Grass",
5329212,,,INTERNATIONAL,EU,Elodea nuttallii,,species,Hydrocharitaceae,"Esthwaite Water-Weed, Nutall Waterweed, Nuttall Waterweed, Nuttall's Water-Weed, Nuttall's Waterweed, Nuttall's Waterweed/Pondweed, Nuttall’s Pondweed, Western Waterweed, Western Waterweed, Nuttall's Waterweed","Anacharis nuttallii, Elodea columbiana, Elodea minor, Philotria minor, Philotria nuttallii, Udora verticillata minor, Udora verticillata minor"
7978544,,,INTERNATIONAL,EU,Hydrocotyle ranunculoides,,species,Araliaceae,"Floating Pennywort, Floating Marsh-Pennywort, Floating Marshpennywort, Floating Water-Pennywort","Hedera natans, Hedera natans, Hydrocotyle adoensis, Hydrocotyle americana, Hydrocotyle batrachioides, Hydrocotyle cymbalariaefolia, Hydrocotyle cymbalariifolia, Hydrocotyle cymbalariifolia, Hydrocotyle natans, Hydrocotyle natans, Hydrocotyle natans, Hydrocotyle nutans, Hydrocotyle prolifera, Hydrocotyle prolifera, Hydrocotyle ranunculoides minima, Hydrocotyle ranunculoides adoensis, Hydrocotyle ranunculoides brasiliensis, Hydrocotyle ranunculoides genuina, Hydrocotyle ranunculoides incisocrenata, Hydrocotyle ranunculoides lobata, Hydrocotyle ranunculoides natans, Hydrocotyle ranunculoides ranunculoides"
5420991,,,INTERNATIONAL,EU,Ludwigia peploides,,species,Onagraceae,"Floating Primrose-Willow, Floating Primrose-Willow, Creeping Water Primrose, Water Primrose, Floating Primrose, Floating Water Primrose, Water Primrose, Clovestrip, Creeping Water-Primrose, Creeping Waterprimrose, Floating Primrose, Floating Primrosewillow, Water-Primrose","Jussiaea californica, Jussiaea repens minor"
2977636,,,INTERNATIONAL,EU,Pueraria montana,,species,Fabaceae,"Foot-A-Night Vine, Japanese Arrowroot, Kudzu Vine, Vine-That-Ate-The-South, Japanese Arrowroot, Kudzu, Kudzu Vine, Kudsu","Dioclea odorata, Dolichos hirsutus, Dolichos lobatus, Dolichos stipulaceus, Dolichos trilobus, Neustanthus chinensis, Pachyrhizus thunbergianus, Phaseolus aconitifolius, Phaseolus cornutus, Phaseolus cornutus, Phaseolus ficifolius, Phaseolus lobatus, Phaseolus lobatus, Phaseolus trilobus, Pueraria argyi, Pueraria bodinieri, Pueraria caerulea, Pueraria chinensis, Pueraria harmsii, Pueraria hirsuta, Pueraria koten, Pueraria lobata, Pueraria lobata, Pueraria lobata lobata, Pueraria lobata chinensis, Pueraria lobata lobata, Pueraria montana lobata, Pueraria montana lobata, Pueraria montana chinensis, Pueraria montana lobata, Pueraria novoguineensis, Pueraria pseudohirsuta, Pueraria thunbergiana, Pueraria thunbergii alba, Pueraria triloba, Pueraria triloba leucostachya, Pueraria volkensii, Vigna lobata, Vigna lobata, Vigna stipulacea"
2889088,,,INTERNATIONAL,EU,Reynoutria sachalinensis,,species,Polygonaceae,"Giant Knotweed, Sacaline, Sachaline Knotweed, Sakhalin Knotweed, Elephant-Ear","Fallopia sachalinensis, Pleuropterus sachalinensis, Polygonum sachalinense, Polygonum sachalinense, Polygonum sachalinense, Polygonum sachalinensis, Polygonum sachalinensis, Polygonum vivax, Reynoutria brachyphylla, Reynoutria sachalinensis brachyphylla, Tiniaria sachalinensis"
2978552,,,INTERNATIONAL,EU,Acacia saligna,,species,Fabaceae,"Golden Wreath Wattle, Golden Wreath Wattle, Orange Wattle, Blue-Leafed Wattle, Western Australian Golden Wattle, Orange Wattle, Port Jackson Wattle, Port Jackson-Willow, Western Australian Golden Wattle, Blue-Leaf Wattle, Golden-Wreath Wattle, Silver Wattle, Weeping Wattle, Willow Wattle","Acacia bracteata, Acacia cyanophylla, Acacia cyanophylla cyanophylla, Acacia lindleyi, Mimosa saligna, Racosperma salignum"
2891770,,,INTERNATIONAL,EU,Impatiens glandulifera,,species,Balsaminaceae,"Himalayan Balsam, Indian Balsam, Ornamental Jewelweed, Policeman's-Helmet, Glandular Touch-Me-Not","Balsamina glandulifera, Balsamina macrochila, Balsamina roylei, Impatiens candida, Impatiens cornigera, Impatiens glandulifera albida, Impatiens glandulifera pallidiflora, Impatiens glanduligera, Impatiens macrochila, Impatiens moschata, Impatiens royleana, Impatiens roylei, Impatiens roylei albida, Impatiens roylei candida, Impatiens roylei macrochila, Impatiens roylei moschata, Impatiens roylei pallidiflora, Impatiens sulcata glandulifera"
8848208,,,INTERNATIONAL,EU,Koenigia polystachya,,species,Polygonaceae,"Himalayan Knotweed, Kashmir Plume, Cultivated Knotweed, Garden Knotweed","Aconogonon polystachyum, Aconogonon polystachyum, Aconogonon polystachyum pubescens, Aconogonum polystachyum, Aconogonum polystachyum, Aconogonum polystachyum, Persicaria polystachya, Persicaria wallichii, Persicaria wallichii pubescens, Persicaria wallichii tomentosa, Persicaria wallichii wallichii, Peutalis polystachya, Pleuropteropyrum hagei, Pleuropteropyrum polystachyum, Polygonum hagei, Polygonum hagei, Polygonum molle, Polygonum polystachyum, Polygonum polystachyum longifolium, Polygonum polystachyum pubescens, Reynoutria polystachya, Reynoutria polystachyum, Reynoutria polystachyum, Rubrivena polystachya"
2650436,,,INTERNATIONAL,EU,Lygodium japonicum,,species,Lygodiaceae,"Japanese Climbing Fern, Vine-Like Fern","Adiantum scandens, Davallia scandens, Hydroglossum dissectum, Hydroglossum japonicum, Hydroglossum microstachyum, Lygodium chaerophylloides, Lygodium chochinchinense, Lygodium cochinchinense, Lygodium dissectum, Lygodium finlaysonianum, Lygodium hazaricum, Lygodium japonicum elongata, Lygodium japonicum elongata, Lygodium japonicum microstachyum, Lygodium japonicum microstachyum, Lygodium mearnsii, Lygodium microphyllum, Lygodium microstachyum, Lygodium microstachyum glabrescens, Lygodium microstachyum glabrescens, Lygodium pubescens, Lygodium tenue, Ophioglossum japonicum"
2863943,,,INTERNATIONAL,EU,Nanozostera japonica,,species,Zosteraceae,"Japanese Eelgras, Dwarf Eelgrass, Japanese Eelgrass, Species Code: Nj",
2984537,,,INTERNATIONAL,EU,Humulus scandens,,species,Cannabaceae,"Japanese Hop, Wild Hop","Antidesma scandens, Humulopsis scandens, Humulus aculeatus, Humulus japonicus, Humulus japonicus minor, Humulus japonicus variegatus, Humulus lupulus, Humulus scandens variegatus, Lupulus scandens"
5421039,,,INTERNATIONAL,EU,Ludwigia grandiflora,,species,Onagraceae,"Large-Flower Primrose-Willow, Largeflower Primrose-Willow, Uruguayan Hampshire-Purslane, Water Primrose, Water-Primrose","Adenola grandiflora, Jussiaea grandiflora, Jussiaea grandiflora natans, Jussiaea grandiflora semimersa, Jussiaea grandiflora semiserrata, Jussiaea grandiflora terrestris, Jussiaea michauxiana, Jussiaea repens intermedia, Jussiaea repens grandiflora, Jussiaea repens grandiflora, Jussiaea repens hispida, Jussiaea repens major, Jussiaea repens uruguayensis, Jussiaea stuckertii, Jussiaea uruguayensis, Jussiaea uruguayensis major, Jussiaea uruguayensis genuina, Ludwigia clavellina grandiflora, Ludwigia grandiflora, Ludwigia grandiflora grandiflora, Ludwigia michauxiana, Ludwigia uruguayensis, Ludwigia uruguayensis major"
